SKU,Product Title,Alibaba Category,Collection,Brief Description,Available Sizes,Material,Certifications,Unit Price – 1–9 units (USD FOB),Unit Price – 10–99 units (USD FOB),Unit Price – 100+ units (USD FOB),Minimum Order Quantity,Supply Ability (per month),Lead Time,Place of Origin,Brand,Port of Export,Payment Terms,Packaging,Product Image URL,Product Page URL,Keywords
LS-PALM-QP-ROUND-5FT,Commercial Artificial Queen Palm Tree — Round Pot – 5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Palm Trees,Artificial Palm Trees,"Premium artificial Queen Palm purpose-built for hotel lobbies, resort pool areas and commercial atriums. Botanical-specimen PE fronds, individually hand-positioned for natural drape. A special-order NFPA 701 option is available for select configurations; documentation is tied to the project or order.",5 ft,"Injection-moulded PE foliage, steel armature, fibreglass trunk, round ceramic-look pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",129.00,103.00,80.00,1,2000 pcs/month,15–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-palm-queen-round.webp,https://laysun.co/artificial-palm-trees,"artificial queen palm tree, commercial artificial palm, hotel lobby palm, fake palm indoor, NFPA 701 palm tree"
LS-PALM-QP-ROUND-6FT,Commercial Artificial Queen Palm Tree — Round Pot – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Palm Trees,Artificial Palm Trees,"Premium artificial Queen Palm purpose-built for hotel lobbies, resort pool areas and commercial atriums. Botanical-specimen PE fronds, individually hand-positioned for natural drape. A special-order NFPA 701 option is available for select configurations; documentation is tied to the project or order.",6 ft,"Injection-moulded PE foliage, steel armature, fibreglass trunk, round ceramic-look pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",129.00,103.00,80.00,1,2000 pcs/month,15–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-palm-queen-round.webp,https://laysun.co/artificial-palm-trees,"artificial queen palm tree, commercial artificial palm, hotel lobby palm, fake palm indoor, NFPA 701 palm tree"
LS-PALM-QP-ROUND-7FT,Commercial Artificial Queen Palm Tree — Round Pot – 7 ft,Artificial Plant & Flower/Artificial Trees/Artificial Palm Trees,Artificial Palm Trees,"Premium artificial Queen Palm purpose-built for hotel lobbies, resort pool areas and commercial atriums. Botanical-specimen PE fronds, individually hand-positioned for natural drape. A special-order NFPA 701 option is available for select configurations; documentation is tied to the project or order.",7 ft,"Injection-moulded PE foliage, steel armature, fibreglass trunk, round ceramic-look pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",129.00,103.00,80.00,1,2000 pcs/month,15–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-palm-queen-round.webp,https://laysun.co/artificial-palm-trees,"artificial queen palm tree, commercial artificial palm, hotel lobby palm, fake palm indoor, NFPA 701 palm tree"
LS-PALM-QP-WHITE-4FT,Commercial Artificial Queen Palm Tree — White Pot – 4 ft,Artificial Plant & Flower/Artificial Trees/Artificial Palm Trees,Artificial Palm Trees,Contemporary white-pot Queen Palm for minimalist hotel lobbies and corporate reception areas. Same premium PE foliage and steel armature as our classic round-pot model. Special-order NFPA 701 option available for select configurations.,4 ft,"Injection-moulded PE foliage, steel armature, fibreglass trunk, white ceramic-look pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",119.00,95.00,74.00,1,2000 pcs/month,15–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-palm-queen-white.webp,https://laysun.co/artificial-palm-trees,"artificial queen palm white pot, contemporary artificial palm, minimalist palm tree, office lobby palm"
LS-FLOWER-CAMELLIA-YELLOW-6FT,Commercial Artificial Yellow Camellia Tree – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Flower Trees,Artificial Flowering Trees,"Bold yellow camellia tree for sunny, energetic commercial interiors — restaurant entrances, retail shopfronts and event installations requiring a warm colour accent.",6 ft,"Silk/PE yellow camellia blooms, wire branch frame, fibreglass trunk, decorative pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",48.00,38.00,30.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-camellia-yellow.webp,https://laysun.co/artificial-flowering-trees,"artificial yellow camellia tree, yellow floral fake tree, bold flower tree commercial, warm colour artificial tree"
LS-FLOWER-HYDRANGEA-PINK-5FT,Commercial Artificial Pink Hydrangea Tree – 5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Flower Trees,Artificial Flowering Trees,"Lush pink hydrangea ball tree — a popular choice for luxury wedding venues, boutique hotel lobbies and spa reception areas.",5 ft,"Silk/PE pink hydrangea clusters, wire branch frame, fibreglass trunk, decorative pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",55.00,44.00,34.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-hydrangea-pink.webp,https://laysun.co/artificial-flowering-trees,"artificial pink hydrangea tree, fake hydrangea tree, wedding venue tree artificial, spa hotel flower tree"
LS-FLOWER-HYDRANGEA-PURPLE-4FT,Commercial Artificial Purple Hydrangea Tree – 4 ft,Artificial Plant & Flower/Artificial Trees/Artificial Flower Trees,Artificial Flowering Trees,"Rich purple hydrangea tree — luxurious accent for high-end event design, boutique hotel lobbies and upscale dining.",4 ft,"Silk/PE purple hydrangea clusters, wire branch frame, fibreglass trunk, decorative pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",55.00,44.00,34.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-hydrangea-purple.webp,https://laysun.co/artificial-flowering-trees,"artificial purple hydrangea tree, fake purple flower tree, luxury event tree, boutique hotel purple tree"
LS-FLOWER-HYDRANGEA-BLUE-5FT,Commercial Artificial Blue Hydrangea Tree – 5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Flower Trees,Artificial Flowering Trees,"Cool blue hydrangea tree — a calming presence for spa interiors, healthcare lobbies and contemporary hotel reception areas.",5 ft,"Silk/PE blue hydrangea clusters, wire branch frame, fibreglass trunk, decorative pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",55.00,44.00,34.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-hydrangea-blue.webp,https://laysun.co/artificial-flowering-trees,"artificial blue hydrangea tree, blue flower tree fake, spa hydrangea tree, healthcare lobby tree"
LS-FLOWER-BOUG-WOOD-6FT,Commercial Artificial Real Wood Trunk Bougainvillea Tree – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Flower Trees,Artificial Flowering Trees,"Magnificent bougainvillea tree with a genuine natural wood trunk — dripping with silk bracts. A dramatic centrepiece for resort lobbies, Mediterranean-themed restaurants and outdoor terrace displays.",6 ft,"Silk bougainvillea bracts, natural preserved wood trunk with vine texture, planter base","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",95.00,76.00,59.00,1,2000 pcs/month,20–35 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-bougainvillea-wood-trunk.webp,https://laysun.co/artificial-flowering-trees,"artificial bougainvillea tree real wood, fake bougainvillea tree large, resort lobby bougainvillea, Mediterranean artificial tree"
LS-FLOWER-BOUG-WOOD-7-5FT,Commercial Artificial Real Wood Trunk Bougainvillea Tree – 7.5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Flower Trees,Artificial Flowering Trees,"Magnificent bougainvillea tree with a genuine natural wood trunk — dripping with silk bracts. A dramatic centrepiece for resort lobbies, Mediterranean-themed restaurants and outdoor terrace displays.",7.5 ft,"Silk bougainvillea bracts, natural preserved wood trunk with vine texture, planter base","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",95.00,76.00,59.00,1,2000 pcs/month,20–35 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-bougainvillea-wood-trunk.webp,https://laysun.co/artificial-flowering-trees,"artificial bougainvillea tree real wood, fake bougainvillea tree large, resort lobby bougainvillea, Mediterranean artificial tree"
LS-FLOWER-BOUG-WOOD-8FT,Commercial Artificial Real Wood Trunk Bougainvillea Tree – 8 ft,Artificial Plant & Flower/Artificial Trees/Artificial Flower Trees,Artificial Flowering Trees,"Magnificent bougainvillea tree with a genuine natural wood trunk — dripping with silk bracts. A dramatic centrepiece for resort lobbies, Mediterranean-themed restaurants and outdoor terrace displays.",8 ft,"Silk bougainvillea bracts, natural preserved wood trunk with vine texture, planter base","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",95.00,76.00,59.00,1,2000 pcs/month,20–35 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-bougainvillea-wood-trunk.webp,https://laysun.co/artificial-flowering-trees,"artificial bougainvillea tree real wood, fake bougainvillea tree large, resort lobby bougainvillea, Mediterranean artificial tree"
LS-FLOWER-BOUG-PINK-5FT,Commercial Artificial Pink Bougainvillea Tree – 5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Flower Trees,Artificial Flowering Trees,"Vivid pink bougainvillea tree for outdoor-feel commercial interiors, resort pools, restaurant terraces and tropical-themed retail displays. UV-stabilised version available.",5 ft,"Silk pink bougainvillea bracts, steel wire trunk with vine texture, planter base","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",65.00,52.00,40.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-bougainvillea-pink.webp,https://laysun.co/artificial-flowering-trees,"artificial pink bougainvillea tree, fake bougainvillea indoor, tropical artificial tree, resort bougainvillea"
LS-FLOWER-BOUG-PINK-6FT,Commercial Artificial Pink Bougainvillea Tree – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Flower Trees,Artificial Flowering Trees,"Vivid pink bougainvillea tree for outdoor-feel commercial interiors, resort pools, restaurant terraces and tropical-themed retail displays. UV-stabilised version available.",6 ft,"Silk pink bougainvillea bracts, steel wire trunk with vine texture, planter base","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",65.00,52.00,40.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-bougainvillea-pink.webp,https://laysun.co/artificial-flowering-trees,"artificial pink bougainvillea tree, fake bougainvillea indoor, tropical artificial tree, resort bougainvillea"
LS-FLOWER-BOUG-PINK-7FT,Commercial Artificial Pink Bougainvillea Tree – 7 ft,Artificial Plant & Flower/Artificial Trees/Artificial Flower Trees,Artificial Flowering Trees,"Vivid pink bougainvillea tree for outdoor-feel commercial interiors, resort pools, restaurant terraces and tropical-themed retail displays. UV-stabilised version available.",7 ft,"Silk pink bougainvillea bracts, steel wire trunk with vine texture, planter base","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",65.00,52.00,40.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-bougainvillea-pink.webp,https://laysun.co/artificial-flowering-trees,"artificial pink bougainvillea tree, fake bougainvillea indoor, tropical artificial tree, resort bougainvillea"
LS-FLOWER-CHERRY-PINK-4FT,Commercial Artificial Pink Cherry Blossom Tree – 4 ft,Artificial Plant & Flower/Artificial Trees/Artificial Flower Trees,Artificial Flowering Trees,"Classic pink cherry blossom tree — the #1 event and retail flowering tree worldwide. Stunning in Japanese restaurant entrances, hotel lobbies for seasonal display and wedding venue design.",4 ft,"Silk/polyester pink cherry blossom blooms, twisted branch wire frame, planter base","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",55.00,44.00,34.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-cherry-pink.webp,https://laysun.co/artificial-flowering-trees,"artificial pink cherry blossom tree, fake sakura tree, wedding cherry blossom tree, Japanese restaurant tree"
LS-FLOWER-CHERRY-PINK-5FT,Commercial Artificial Pink Cherry Blossom Tree – 5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Flower Trees,Artificial Flowering Trees,"Classic pink cherry blossom tree — the #1 event and retail flowering tree worldwide. Stunning in Japanese restaurant entrances, hotel lobbies for seasonal display and wedding venue design.",5 ft,"Silk/polyester pink cherry blossom blooms, twisted branch wire frame, planter base","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",55.00,44.00,34.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-cherry-pink.webp,https://laysun.co/artificial-flowering-trees,"artificial pink cherry blossom tree, fake sakura tree, wedding cherry blossom tree, Japanese restaurant tree"
LS-FLOWER-CHERRY-PINK-6FT,Commercial Artificial Pink Cherry Blossom Tree – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Flower Trees,Artificial Flowering Trees,"Classic pink cherry blossom tree — the #1 event and retail flowering tree worldwide. Stunning in Japanese restaurant entrances, hotel lobbies for seasonal display and wedding venue design.",6 ft,"Silk/polyester pink cherry blossom blooms, twisted branch wire frame, planter base","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",55.00,44.00,34.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-cherry-pink.webp,https://laysun.co/artificial-flowering-trees,"artificial pink cherry blossom tree, fake sakura tree, wedding cherry blossom tree, Japanese restaurant tree"
LS-FLOWER-CHERRY-WHITE-5FT,Commercial Artificial White Cherry Blossom Tree – 5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Flower Trees,Artificial Flowering Trees,"Pure white cherry blossom tree — an elegant neutral-toned choice for luxury hotel lobbies, bridal events, minimalist retail and any interior requiring understated floral impact.",5 ft,"Silk/polyester white cherry blossom blooms, twisted branch wire frame, planter base","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",55.00,44.00,34.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-cherry-white.webp,https://laysun.co/artificial-flowering-trees,"artificial white cherry blossom tree, white sakura tree fake, bridal tree artificial, elegant flower tree commercial"
LS-FLOWER-CHERRY-WHITE-6FT,Commercial Artificial White Cherry Blossom Tree – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Flower Trees,Artificial Flowering Trees,"Pure white cherry blossom tree — an elegant neutral-toned choice for luxury hotel lobbies, bridal events, minimalist retail and any interior requiring understated floral impact.",6 ft,"Silk/polyester white cherry blossom blooms, twisted branch wire frame, planter base","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",55.00,44.00,34.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-cherry-white.webp,https://laysun.co/artificial-flowering-trees,"artificial white cherry blossom tree, white sakura tree fake, bridal tree artificial, elegant flower tree commercial"
LS-FLOWER-CHERRY-RED-5FT,Commercial Artificial Red Cherry Blossom Tree – 5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Flower Trees,Artificial Flowering Trees,"Dramatic deep-red cherry blossom tree — bold and striking for hotel event spaces, Asian-theme restaurant design, CNY display and luxury retail.",5 ft,"Silk/polyester deep red cherry blossom blooms, twisted branch wire frame, planter base","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",55.00,44.00,34.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-cherry-red.webp,https://laysun.co/artificial-flowering-trees,"artificial red cherry blossom tree, deep red sakura tree fake, Chinese New Year tree, bold flower tree commercial"
LS-FLOWER-CHERRY-RED-6FT,Commercial Artificial Red Cherry Blossom Tree – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Flower Trees,Artificial Flowering Trees,"Dramatic deep-red cherry blossom tree — bold and striking for hotel event spaces, Asian-theme restaurant design, CNY display and luxury retail.",6 ft,"Silk/polyester deep red cherry blossom blooms, twisted branch wire frame, planter base","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",55.00,44.00,34.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-cherry-red.webp,https://laysun.co/artificial-flowering-trees,"artificial red cherry blossom tree, deep red sakura tree fake, Chinese New Year tree, bold flower tree commercial"
LS-DRACAENA-TWO-TRUNK-4FT,Commercial Artificial Two-trunk Dracaena – 4 ft,Artificial Plant & Flower/Artificial Trees/Artificial Dracaena Trees,Artificial Dracaena Trees,"Two-trunk Dracaena with layered foliage for offices, reception areas, hospitality interiors and commercial planters. Product details, pricing and any special-order fire-rating option are confirmed with the quote.",4 ft,"Synthetic foliage, wire-reinforced branches, dual trunk structure and planter base; configuration varies by size","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",,,,1,2000 pcs/month,Confirm with quote,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-dracaena-two-trunk.webp,https://laysun.co/products,"artificial two trunk dracaena, commercial dracaena tree, office artificial plant, hotel dracaena"
LS-DRACAENA-TWO-TRUNK-6FT,Commercial Artificial Two-trunk Dracaena – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Dracaena Trees,Artificial Dracaena Trees,"Two-trunk Dracaena with layered foliage for offices, reception areas, hospitality interiors and commercial planters. Product details, pricing and any special-order fire-rating option are confirmed with the quote.",6 ft,"Synthetic foliage, wire-reinforced branches, dual trunk structure and planter base; configuration varies by size","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",,,,1,2000 pcs/month,Confirm with quote,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-dracaena-two-trunk.webp,https://laysun.co/products,"artificial two trunk dracaena, commercial dracaena tree, office artificial plant, hotel dracaena"
LS-DRACAENA-LARGE-LEAF-5FT,Commercial Artificial Large-leaf Dracaena – 5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Dracaena Trees,Artificial Dracaena Trees,"Large-leaf Dracaena designed to provide broad tropical foliage in hotel, restaurant, retail and workplace interiors. Product details, pricing and any special-order fire-rating option are confirmed with the quote.",5 ft,"Large synthetic foliage, wire-reinforced branches, trunk structure and planter base; configuration varies by size","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",,,,1,2000 pcs/month,Confirm with quote,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-dracaena-large-leaf.webp,https://laysun.co/products,"artificial large leaf dracaena, tropical artificial tree, commercial indoor plant, hotel dracaena"
LS-DRACAENA-LARGE-LEAF-6FT,Commercial Artificial Large-leaf Dracaena – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Dracaena Trees,Artificial Dracaena Trees,"Large-leaf Dracaena designed to provide broad tropical foliage in hotel, restaurant, retail and workplace interiors. Product details, pricing and any special-order fire-rating option are confirmed with the quote.",6 ft,"Large synthetic foliage, wire-reinforced branches, trunk structure and planter base; configuration varies by size","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",,,,1,2000 pcs/month,Confirm with quote,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-dracaena-large-leaf.webp,https://laysun.co/products,"artificial large leaf dracaena, tropical artificial tree, commercial indoor plant, hotel dracaena"
LS-DRACAENA-LARGE-LEAF-7FT,Commercial Artificial Large-leaf Dracaena – 7 ft,Artificial Plant & Flower/Artificial Trees/Artificial Dracaena Trees,Artificial Dracaena Trees,"Large-leaf Dracaena designed to provide broad tropical foliage in hotel, restaurant, retail and workplace interiors. Product details, pricing and any special-order fire-rating option are confirmed with the quote.",7 ft,"Large synthetic foliage, wire-reinforced branches, trunk structure and planter base; configuration varies by size","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",,,,1,2000 pcs/month,Confirm with quote,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-dracaena-large-leaf.webp,https://laysun.co/products,"artificial large leaf dracaena, tropical artificial tree, commercial indoor plant, hotel dracaena"
LS-DRACAENA-MULTI-TRUNK-5FT,Commercial Artificial Multi-trunk Dracaena – 5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Dracaena Trees,Artificial Dracaena Trees,"Multi-trunk Dracaena with a full, layered silhouette for reception spaces, offices and hospitality projects. Product details, pricing and any special-order fire-rating option are confirmed with the quote.",5 ft,"Synthetic foliage, wire-reinforced branches, multi-trunk structure and planter base; configuration varies by size","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",,,,1,2000 pcs/month,Confirm with quote,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-dracaena-multi-trunk.webp,https://laysun.co/products,"artificial multi trunk dracaena, commercial dracaena plant, office artificial tree, hospitality plant"
LS-DRACAENA-MULTI-TRUNK-5-5FT,Commercial Artificial Multi-trunk Dracaena – 5.5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Dracaena Trees,Artificial Dracaena Trees,"Multi-trunk Dracaena with a full, layered silhouette for reception spaces, offices and hospitality projects. Product details, pricing and any special-order fire-rating option are confirmed with the quote.",5.5 ft,"Synthetic foliage, wire-reinforced branches, multi-trunk structure and planter base; configuration varies by size","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",,,,1,2000 pcs/month,Confirm with quote,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-dracaena-multi-trunk.webp,https://laysun.co/products,"artificial multi trunk dracaena, commercial dracaena plant, office artificial tree, hospitality plant"
LS-SPECIALTY-LEMON-4FT,Commercial Artificial Lemon Tree – 4 ft,Artificial Plant & Flower/Artificial Trees/Other Artificial Trees,Specialty Artificial Trees & Plants,"Artificial lemon tree for restaurants, retail displays, hospitality interiors and Mediterranean-inspired projects. Product details, pricing and any special-order fire-rating option are confirmed with the quote.",4 ft,"Synthetic foliage and fruit, wire-reinforced branches, trunk and planter base; configuration varies by size","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",,,,1,2000 pcs/month,Confirm with quote,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-other-lemon.webp,https://laysun.co/products,"artificial lemon tree, fake fruit tree, restaurant decor tree, commercial lemon tree"
LS-SPECIALTY-LEMON-5FT,Commercial Artificial Lemon Tree – 5 ft,Artificial Plant & Flower/Artificial Trees/Other Artificial Trees,Specialty Artificial Trees & Plants,"Artificial lemon tree for restaurants, retail displays, hospitality interiors and Mediterranean-inspired projects. Product details, pricing and any special-order fire-rating option are confirmed with the quote.",5 ft,"Synthetic foliage and fruit, wire-reinforced branches, trunk and planter base; configuration varies by size","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",,,,1,2000 pcs/month,Confirm with quote,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-other-lemon.webp,https://laysun.co/products,"artificial lemon tree, fake fruit tree, restaurant decor tree, commercial lemon tree"
LS-SPECIALTY-APPLE-5FT,Commercial Artificial Apple Tree – 5 ft,Artificial Plant & Flower/Artificial Trees/Other Artificial Trees,Specialty Artificial Trees & Plants,"Artificial apple tree for retail, foodservice, event and themed commercial interiors. Product details, pricing and any special-order fire-rating option are confirmed with the quote.",5 ft,"Synthetic foliage and fruit, wire-reinforced branches, trunk and planter base; configuration varies by size","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",,,,1,2000 pcs/month,Confirm with quote,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-other-apple.webp,https://laysun.co/products,"artificial apple tree, fake fruit tree, retail display tree, commercial apple tree"
